title,field,provider,closing_date,application_links,application_url,detail_page_url,source_page
"Joe Morolong Assmang Bursary South Africa 2026","Education; Medical","ASSMANG BLACK ROCK MINE & JOE MOROLONG LOCAL MUNICIPALITY","28 November 2025","mailto:bursary@joemorolong.gov.za | https://www.joemorolong.gov.za/2025/Communication/Oct/Bursary%202026.pdf | https://www.sassagrants.co.za/ | mailto: bursary@joemorolong.gov.za","https://www.joemorolong.gov.za/2025/Communication/Oct/Bursary%202026.pdf","https://www.zabursaries.co.za/government-bursaries-south-africa/joe-morolong-assmang-bursary/","https://www.zabursaries.co.za/education-bursaries-south-africa/"
"Kader Asmal Fellowship Programme South Africa 2026/ 2027","Education; General; International","Kader Asmal Fellowship Programme South Africa 2026/ 2027","25 July 2025","https://www.gapgrants.com/bslgap/DseatFFX.jsp | https://canoncollins.ams3.digitaloceanspaces.com/media/2025/06/30143722/Kader-Asmal-Guidance-Note-2026-27-Stage-1.pdf","https://www.gapgrants.com/bslgap/DseatFFX.jsp","https://www.zabursaries.co.za/mba-postgraduate/irish-aid-kader-asmal-scholarship/","https://www.zabursaries.co.za/education-bursaries-south-africa/"
"Armscor Bursary South Africa 2026","Engineering; Medical","ARMSCOR","","mailto:bursaries@armscor.co.za | https://www.armscor.co.za/wp-content/uploads/2025/11/Armscor-Bursary-Application-and-Information-form.pdf | mailto: bursaries@armscor.co.za","https://www.armscor.co.za/wp-content/uploads/2025/11/Armscor-Bursary-Application-and-Information-form.pdf","https://www.zabursaries.co.za/engineering-bursaries-south-africa/armscor-bursary/","https://www.zabursaries.co.za/engineering-bursaries-south-africa/"
"ATNS Bursary South Africa 2026","Engineering; Science","ATNS","28 February 2026","https://atns.ci.hr/applicant/index.php","https://atns.ci.hr/applicant/index.php","https://www.zabursaries.co.za/general-bursaries-south-africa/atns-aimo-bursary/","https://www.zabursaries.co.za/engineering-bursaries-south-africa/"
"ISFAP Postgraduate Bursary South Africa 2027","Engineering; Science","ISFAP","31 October 2026","https://pg.isfap.org.za/ | https://pg.isfap.org.za/user/register | https://pg.isfap.org.za/user/login | https://pg.isfap.org.za/sites/default/files/cform/isfap-application_consent_form_v1.pdf","https://pg.isfap.org.za/","https://www.zabursaries.co.za/mba-postgraduate/isfap-postgraduate-bursary/","https://www.zabursaries.co.za/engineering-bursaries-south-africa/"
"J.P. Morgan Bursary South Africa 2021 - 2022","Engineering","J.P. Morgan Bursary South Africa 2021 - 2022","30 September 2019","https://www.zabursaries.co.za/engineering-bursaries-south-africa/j-p-morgan-bursary/","https://www.zabursaries.co.za/engineering-bursaries-south-africa/j-p-morgan-bursary/","https://www.zabursaries.co.za/engineering-bursaries-south-africa/j-p-morgan-bursary/","https://www.zabursaries.co.za/engineering-bursaries-south-africa/"
"KZN Department of Economic Development, Tourism and Environmental Affairs (EDTEA) Bursary South Africa 2024","Engineering","KZN EDTEA","20 December 2023","https://www.kznedtea.gov.za/documents/KZNEDTEA%20AERONAUTICAL%20ENGINEERING%20BURSARY%20APPLICATION%20FORM%202024.pdf","https://www.kznedtea.gov.za/documents/KZNEDTEA%20AERONAUTICAL%20ENGINEERING%20BURSARY%20APPLICATION%20FORM%202024.pdf","https://www.zabursaries.co.za/government-bursaries-south-africa/kwazulu-natal-dept-of-edtea-bursary/","https://www.zabursaries.co.za/engineering-bursaries-south-africa/"
"South African National Space Agency (SANSA) Bursary South Africa 2026","Engineering","SANSA","30 September 2025","https://www.sansa.org.za/bursaries/application/ | https://www.sansa.org.za/wp-content/uploads/2019/06/Testimonial_by_education_official_for_SANSA_bursary.pdf","https://www.sansa.org.za/bursaries/application/","https://www.zabursaries.co.za/engineering-bursaries-south-africa/sansa-bursary/","https://www.zabursaries.co.za/engineering-bursaries-south-africa/"
"South African Civil Aviation Authority (SACAA) Bursary 2026","Engineering; Science","SACAA","30 September 2025","https://sacaa.mcidirecthire.com/bursary/external/currentopportunities","https://sacaa.mcidirecthire.com/bursary/external/currentopportunities","https://www.zabursaries.co.za/science-bursaries-south-africa/south-african-civil-aviation-authority-bursary/","https://www.zabursaries.co.za/engineering-bursaries-south-africa/"
"TETA Bursary South Africa 2026","Engineering; Science","TETA","24 September 2025","https://indicium.teta.org.za/Pages/OnlineRegistration/OnlineBursaryRegistration.aspx | https://indicium.teta.org.za/Account/Login.aspx","https://indicium.teta.org.za/Pages/OnlineRegistration/OnlineBursaryRegistration.aspx","https://www.zabursaries.co.za/general-bursaries-south-africa/teta-bursary/","https://www.zabursaries.co.za/engineering-bursaries-south-africa/"
"Department of Agriculture, Land Reform and Rural Development (DALRRD) Bursary South Africa 2026","Engineering; Postgraduate","DALRRD","30 September 2025","mailto:Externalbursaries@dalrrd.gov.za | mailto: Externalbursaries@dalrrd.gov.za","https://www.zabursaries.co.za/government-bursaries-south-africa/dalrrd-bursary/","https://www.zabursaries.co.za/government-bursaries-south-africa/dalrrd-bursary/","https://www.zabursaries.co.za/engineering-bursaries-south-africa/"
"Department of Rural Development and Agrarian Reform (DRDAR) Bursary South Africa 2025","Engineering; Government","DRDAR","24 January 2025","mailto:bursary@drdar.gov.za | https://www.drdar.gov.za/wp-content/uploads/2024/12/EXTERNAL-BURSARY-APPLICATION-FORM-2025.pdf | mailto: bursary@drdar.gov.za","https://www.drdar.gov.za/wp-content/uploads/2024/12/EXTERNAL-BURSARY-APPLICATION-FORM-2025.pdf","https://www.zabursaries.co.za/government-bursaries-south-africa/department-of-rural-development-and-agrarian-reform-drdar-bursary/","https://www.zabursaries.co.za/engineering-bursaries-south-africa/"
"Limpopo Department of Agriculture and Rural Development (LDARD) Bursary South Africa 2025","Engineering","LIMPOPO DEPARTMENT OF AGRICULTURE AND RURAL DEVELOPMENT (LDARD)","","https://www.up.ac.za/funding/attachment/3284549/ldard-2025-bursary-application-form","https://www.up.ac.za/funding/attachment/3284549/ldard-2025-bursary-application-form","https://www.zabursaries.co.za/government-bursaries-south-africa/limpopo-department-of-agriculture-and-rural-development-ldard-bursary/","https://www.zabursaries.co.za/engineering-bursaries-south-africa/"
"SAMAC Bursary South Africa 2026","Engineering","SAMAC","31 January 2026","mailto:juandre@samac.org.za | mailto:runal@samac.org.za | https://view.officeapps.live.com/op/view.aspx | mailto: juandre@samac.org.za | mailto: runal@samac.org.za","https://view.officeapps.live.com/op/view.aspx","https://www.zabursaries.co.za/science-bursaries-south-africa/samac-bursary/","https://www.zabursaries.co.za/engineering-bursaries-south-africa/"
"AECI Bursary South Africa 2024","Engineering","AECI","30 June 2024","https://aeci.erecruit.co/candidateapp/Jobs/View/AEC240524-1","https://aeci.erecruit.co/candidateapp/Jobs/View/AEC240524-1","https://www.zabursaries.co.za/engineering-bursaries-south-africa/aeci-limited-bursary/","https://www.zabursaries.co.za/engineering-bursaries-south-africa/"
"AFROX Bursary South Africa 2021 - 2022","Engineering","AFROX Bursary South Africa 2021 - 2022","","https://careers.afrox.co.za/","https://careers.afrox.co.za/","https://www.zabursaries.co.za/engineering-bursaries-south-africa/afrox-accounting-engineering-bursary-south-africa/","https://www.zabursaries.co.za/engineering-bursaries-south-africa/"
"Alfeco Bursary South Africa 2026","Engineering","ALFECO","30 May 2025","mailto:info@alfecofoundation.com | mailto: info@alfecofoundation.com","https://www.zabursaries.co.za/engineering-bursaries-south-africa/alfeco-bursary/","https://www.zabursaries.co.za/engineering-bursaries-south-africa/alfeco-bursary/","https://www.zabursaries.co.za/engineering-bursaries-south-africa/"
"ArcelorMittal Bursary South Africa 2025","Engineering","ARCELORMITTAL","24 November 2024","https://arcelormittalsa.ci.hr/applicant/index.php","https://arcelormittalsa.ci.hr/applicant/index.php","https://www.zabursaries.co.za/engineering-bursaries-south-africa/arcelormittal-sa-bursary/","https://www.zabursaries.co.za/engineering-bursaries-south-africa/"
"BHP Billiton Bursary South Africa 2021 - 2022","Engineering","BHP Billiton Bursary South Africa 2021 - 2022","","mailto:AndreB@careerwise.co.za","https://www.zabursaries.co.za/engineering-bursaries-south-africa/bhp-billiton-bursary/","https://www.zabursaries.co.za/engineering-bursaries-south-africa/bhp-billiton-bursary/","https://www.zabursaries.co.za/engineering-bursaries-south-africa/"
"Bombela Bursary South Africa 2024","Engineering","BOMBELA","10 November 2023","https://careerwise.co.za/bursaries/online-application/ | https://careerwise.co.za/bursaries/online-application/applicant-registration/ | https://careerwise.co.za/bursaries/online-application/applicant-login/","https://careerwise.co.za/bursaries/online-application/","https://www.zabursaries.co.za/engineering-bursaries-south-africa/bombela-civils-joint-venture-bursary/","https://www.zabursaries.co.za/engineering-bursaries-south-africa/"
"CHIETA Bursary South Africa 2026","Engineering; Medical","CHIETA","27 February 2026","https://ims.chieta.org.za/ | https://ims.chieta.org.za/account/register | https://ims.chieta.org.za/account/login","https://ims.chieta.org.za/","https://www.zabursaries.co.za/science-bursaries-south-africa/chieta-bursary/","https://www.zabursaries.co.za/engineering-bursaries-south-africa/"
"Clover Pinnacle Bursary South Africa 2025","Engineering","CLOVER","6 January 2025","https://clover.graduate.erecruit.co/candidateapp/Jobs/View/CLO241223-1 | https://clover.erecruit.co/candidateapp/register/ | https://clover.erecruit.co/candidateapp/login/","https://clover.graduate.erecruit.co/candidateapp/Jobs/View/CLO241223-1","https://www.zabursaries.co.za/general-bursaries-south-africa/clover-bursary/","https://www.zabursaries.co.za/engineering-bursaries-south-africa/"
"Kouga Wind Farm Bursary South Africa 2024","General","KOUGA WIND FARM","12 January 2024","https://docs.google.com/forms/d/e/1FAIpQLSekHnr1dMc1TfXrDhe8LILHxhlWcCijT2h7R6I2j1PwW6zCZA/viewform","https://docs.google.com/forms/d/e/1FAIpQLSekHnr1dMc1TfXrDhe8LILHxhlWcCijT2h7R6I2j1PwW6zCZA/viewform","https://www.zabursaries.co.za/general-bursaries-south-africa/kouga-wind-farm-bursary/","https://www.zabursaries.co.za/general-bursaries-south-africa/"
"SA Chefs Bill Gallagher Study Assistance Bursary Fund South Africa 2021 - 2022","General","SA Chefs Bill Gallagher Study Assistance Bursary Fund South Africa 2021 - 2022","31 March 2019","mailto:daniella@sachefs.co.za","https://www.zabursaries.co.za/general-bursaries-south-africa/sa-chefs-bill-gallagher-study-assistance-bursary-fund/","https://www.zabursaries.co.za/general-bursaries-south-africa/sa-chefs-bill-gallagher-study-assistance-bursary-fund/","https://www.zabursaries.co.za/general-bursaries-south-africa/"
"SA Chefs Bryan Montgomery Bursary Fund South Africa 2025","General","SA CHEFS","14 February 2025","mailto:elsu@sachefs.co.za | mailto: elsu@sachefs.co.za","https://www.zabursaries.co.za/general-bursaries-south-africa/sa-chefs-bryan-montgomery-bursary-fund/","https://www.zabursaries.co.za/general-bursaries-south-africa/sa-chefs-bryan-montgomery-bursary-fund/","https://www.zabursaries.co.za/general-bursaries-south-africa/"
"FEDHASA Cape Bursary South Africa 2021 - 2022","General","FEDHASA Cape Bursary South Africa 2021 - 2022","30 August 2019","mailto:fedhasacape@fedhasa.co.za","https://www.zabursaries.co.za/general-bursaries-south-africa/fedhasa-cape-bursary/","https://www.zabursaries.co.za/general-bursaries-south-africa/fedhasa-cape-bursary/","https://www.zabursaries.co.za/general-bursaries-south-africa/"
"Gert Sibande District Municipality Bursary South Africa 2021 - 2022","General","Gert Sibande District Municipality Bursary South Africa 2021 - 2022","29 September 2017","https://www.zabursaries.co.za/government-bursaries-south-africa/gert-sibande-district-municipality-bursary/","https://www.zabursaries.co.za/government-bursaries-south-africa/gert-sibande-district-municipality-bursary/","https://www.zabursaries.co.za/government-bursaries-south-africa/gert-sibande-district-municipality-bursary/","https://www.zabursaries.co.za/general-bursaries-south-africa/"
"GrandWest Bursary South Africa 2026","General","GRANDWEST","15 January 2026","mailto:studywithgrandwest@suninternational.com | mailto: studywithgrandwest@suninternational.com","https://www.zabursaries.co.za/general-bursaries-south-africa/grandwest-bursary/","https://www.zabursaries.co.za/general-bursaries-south-africa/grandwest-bursary/","https://www.zabursaries.co.za/general-bursaries-south-africa/"
"Northern Cape Provincial Government Bursary South Africa 2026","General","NORTHERN CAPE PROVINCIAL GOVERNMENT (NCPG)","10 November 2025","mailto:BursAdmin@ncpetf.onmicrosoft.com | https://www.sassagrants.co.za/ | mailto: BursAdmin@ncpetf.onmicrosoft.com","https://www.sassagrants.co.za/","https://www.zabursaries.co.za/government-bursaries-south-africa/northern-cape-provincial-government-bursary/","https://www.zabursaries.co.za/general-bursaries-south-africa/"
"Rand Water Bursary South Africa 2025","General","RAND WATER","6 February 2025","https://randwater.erecruit.co/candidateapp/Jobs/View/RAN250123-2 | https://randwater.erecruit.co/candidateapp/register/ | https://randwater.erecruit.co/candidateapp/login/","https://randwater.erecruit.co/candidateapp/Jobs/View/RAN250123-2","https://www.zabursaries.co.za/general-bursaries-south-africa/rand-water-bursary/","https://www.zabursaries.co.za/general-bursaries-south-africa/"
"Rustenburg Municipality Bursary South Africa 2026","General","RUSTENBURG MUNICIPALITY","31 October 2025","https://www.rustenburg.gov.za/Documents/RLM%20Mayoral%20Bursary%20application%20form%202026.pdf","https://www.rustenburg.gov.za/Documents/RLM%20Mayoral%20Bursary%20application%20form%202026.pdf","https://www.zabursaries.co.za/government-bursaries-south-africa/rustenburg-municipality-bursary/","https://www.zabursaries.co.za/general-bursaries-south-africa/"
"SIOC-CDT Bursary South Africa 2026","General; Medical","CDT","","https://duxpd.co.za/sioc-cdt-2026-online-bursary-application-form/ | https://www.sioc-cdt.co.za/wp-content/uploads/2025/09/SIOC-CDT_Bursary-application-form_2026-FINAL_01.09.2025.pdf","https://duxpd.co.za/sioc-cdt-2026-online-bursary-application-form/","https://www.zabursaries.co.za/general-bursaries-south-africa/sioc-cdt-bursary/","https://www.zabursaries.co.za/general-bursaries-south-africa/"
"Sun City Resort Bursary South Africa 2022 - 2023","General","SUN CITY RESORT","23 December 2022","mailto:suncity.recruitment@suninternational.com | mailto: suncity.recruitment@suninternational.com","https://www.zabursaries.co.za/general-bursaries-south-africa/sun-city-resort-bursary/","https://www.zabursaries.co.za/general-bursaries-south-africa/sun-city-resort-bursary/","https://www.zabursaries.co.za/general-bursaries-south-africa/"
"General Bursaries South Africa 2026","General","General Bursaries South Africa 2026","","https://s.w.org/images/core/emoji/17.0.2/72x72/ | https://s.w.org/images/core/emoji/17.0.2/svg/","https://s.w.org/images/core/emoji/17.0.2/72x72/","https://www.zabursaries.co.za/general-bursaries-south-africa/tourvest-bursary/","https://www.zabursaries.co.za/general-bursaries-south-africa/"
"General Electric (GE) Bursary South Africa 2022 - 2023","General","General Electric (GE) Bursary South Africa 2022 - 2023","19 November 2021","mailto:GESA.Bursaries@ge.com | https://bsp.fundi.co.za/ | https://bsp.fundi.co.za/Students/create | https://bsp.fundi.co.za/Users/Login | mailto: GESA.Bursaries@ge.com","https://bsp.fundi.co.za/","https://www.zabursaries.co.za/general-bursaries-south-africa/general-electric-bursary/","https://www.zabursaries.co.za/general-bursaries-south-africa/"
"DSI-NRF Postgraduate Scholarship South Africa 2025","General; Postgraduate","DSI-NRF Postgraduate Scholarship South Africa 2025","5 July 2024","https://nrfconnect.nrf.ac.za/","https://nrfconnect.nrf.ac.za/","https://www.zabursaries.co.za/mba-postgraduate/dsi-nrf-postgraduate-scholarship/","https://www.zabursaries.co.za/general-bursaries-south-africa/"
"Mastercard Foundation Scholarship South Africa 2024","General","Mastercard Foundation Scholarship South Africa 2024","13 October 2023","https://www.uwc.ac.za/admission-and-financial-aid/apply | https://form.jotform.com/232512954061552 | https://form.jotform.com/232501034557044","https://www.uwc.ac.za/admission-and-financial-aid/apply","https://www.zabursaries.co.za/mba-postgraduate/mastercard-foundation-scholarship/","https://www.zabursaries.co.za/general-bursaries-south-africa/"
"PPS Foundation Bursary South Africa 2026","General","PPS FOUNDATION","20 December 2025","https://app.i-me.tech/interview/description/a19e0f0d-e415-4389-ba92-95c5d2be1820 | https://d2jtw1wnwc6sd7.cloudfront.net/website/User-HowToGuide.pdf","https://app.i-me.tech/interview/description/a19e0f0d-e415-4389-ba92-95c5d2be1820","https://www.zabursaries.co.za/general-bursaries-south-africa/pps-chairmans-fund-bursary/","https://www.zabursaries.co.za/general-bursaries-south-africa/"
"Rio Tinto/ Richards Bay Minerals (RBM) Bursary South Africa 2026","General","RIO TINTO & RICHARDS BAY MINERALS","","https://www.zabursaries.co.za/engineering-bursaries-south-africa/rio-tinto-bursary/","https://www.zabursaries.co.za/engineering-bursaries-south-africa/rio-tinto-bursary/","https://www.zabursaries.co.za/engineering-bursaries-south-africa/rio-tinto-bursary/","https://www.zabursaries.co.za/general-bursaries-south-africa/"
"Stellenbosch University Andre​​​w W. Mellon Foundation Scholarship South Africa 2025","General","Stellenbosch University Andre​​​w W. Mellon Foundation Scholarship South Africa 2025","31 October 2024","mailto:graduateschool@sun.ac.za | https://arts.sun.ac.za/files/2024/08/Stellenbosch-University-and-Mellon-Foundation-Turning-the-Tide-Scholarships-2025-Application-form.docx | mailto: graduateschool@sun.ac.za","https://arts.sun.ac.za/files/2024/08/Stellenbosch-University-and-Mellon-Foundation-Turning-the-Tide-Scholarships-2025-Application-form.docx","https://www.zabursaries.co.za/universities/stellenbosch-university-andrew-w-mellon-foundation-scholarship/","https://www.zabursaries.co.za/general-bursaries-south-africa/"
"Alfred Nzo District Municipality Bursary South Africa 2026","Government","ALFRED NZO DISTRICT MUNICIPALITY","6 February 2026","https://www.andm.gov.za/download/statutory_documents/careers/andm_forms/2026-EXTERNAL-BURSARY-APPLICATION-FORM.pdf","https://www.andm.gov.za/download/statutory_documents/careers/andm_forms/2026-EXTERNAL-BURSARY-APPLICATION-FORM.pdf","https://www.zabursaries.co.za/government-bursaries-south-africa/alfred-nzo-district-municipality-bursary/","https://www.zabursaries.co.za/government-bursaries-south-africa/"
"Department of Economic Development, Environmental Affairs and Tourism (DEDEAT) Bursary South Africa 2026","Government","DEDEAT","31 December 2025","mailto:Thabo.Manentsa@dedea.gov.za | mailto:nontuthuzelo.magugu@dedea.gov.za | mailto:vukile.mayisela@dedea.gov.za | mailto:Nyhweba.dyani@dedea.gov.za | mailto:Thandile.tokwe@dedea.gov.za | mailto:asanda.sogoni@dedea.gov.za | mailto:ashley.poggenpoel@dedea.gov.za","https://www.zabursaries.co.za/government-bursaries-south-africa/dedea-bursary/","https://www.zabursaries.co.za/government-bursaries-south-africa/dedea-bursary/","https://www.zabursaries.co.za/government-bursaries-south-africa/"
"Department of Forestry, Fisheries and the Environment (DFFE) Bursary South Africa 2026","Government; Law; Postgraduate","DFFE","3 October 2025","https://www.dffe.gov.za/sites/default/files/docs/forms/fulltimebursary2026.docx | https://www.sassagrants.co.za/","https://www.dffe.gov.za/sites/default/files/docs/forms/fulltimebursary2026.docx","https://www.zabursaries.co.za/government-bursaries-south-africa/department-of-environment-forestry-and-fisheries-bursary/","https://www.zabursaries.co.za/government-bursaries-south-africa/"
"Eastern Cape Dept of Economic Development, Environmental Affairs and Tourism Bursary South Africa 2021 - 2022","Government; Law","Eastern Cape Dept of Economic Development, Environmental Affairs and Tourism Bursary South Africa 2021 - 2022","","https://www.zabursaries.co.za/government-bursaries-south-africa/eastern-cape-dept-of-economic-development-environmental-affairs-and-tourism-bursary/","https://www.zabursaries.co.za/government-bursaries-south-africa/eastern-cape-dept-of-economic-development-environmental-affairs-and-tourism-bursary/","https://www.zabursaries.co.za/government-bursaries-south-africa/eastern-cape-dept-of-economic-development-environmental-affairs-and-tourism-bursary/","https://www.zabursaries.co.za/government-bursaries-south-africa/"
"East London Industrial Development Zone (ELIDZ) Bursary South Africa 2026","Government","ELIDZ","30 January 2026","https://elidz-portal-b2c.powerappsportals.com/","https://elidz-portal-b2c.powerappsportals.com/","https://www.zabursaries.co.za/science-bursaries-south-africa/east-london-idz-bursary/","https://www.zabursaries.co.za/government-bursaries-south-africa/"
"Eastern Cape Department of Agriculture Bursary South Africa 2026","Government","DEPARTMENT OF AGRICULTURE","10 November 2025","mailto:bursary@ecagriculture.gov.za | https://ecagriculture.gov.za/wp-content/uploads/2025/07/NEW-EXTERNAL-BURSARY-APPLICATION-FORM-2026-ACADEMIC-YEAR.pdf | mailto: bursary@ecagriculture.gov.za","https://ecagriculture.gov.za/wp-content/uploads/2025/07/NEW-EXTERNAL-BURSARY-APPLICATION-FORM-2026-ACADEMIC-YEAR.pdf","https://www.zabursaries.co.za/government-bursaries-south-africa/eastern-cape-department-of-agriculture-bursary/","https://www.zabursaries.co.za/government-bursaries-south-africa/"
"Eastern Cape Department of Health Bursary South Africa 2021 - 2022","Government","Eastern Cape Department of Health Bursary South Africa 2021 - 2022","30 November 2018","https://www.zabursaries.co.za/government-bursaries-south-africa/eastern-cape-department-of-health-bursary/","https://www.zabursaries.co.za/government-bursaries-south-africa/eastern-cape-department-of-health-bursary/","https://www.zabursaries.co.za/government-bursaries-south-africa/eastern-cape-department-of-health-bursary/","https://www.zabursaries.co.za/government-bursaries-south-africa/"
"Eastern Cape Department of Transport Traffic Bursary South Africa 2024","Government","ECDOT","","mailto:simphiwe.mgudlwa@ectransport.gov.za | https://erecruitment.ecotp.gov.za/ | https://erecruitment.ecotp.gov.za/Register.aspx | mailto: simphiwe.mgudlwa@ectransport.gov.za","https://erecruitment.ecotp.gov.za/","https://www.zabursaries.co.za/government-bursaries-south-africa/eastern-cape-department-of-transport-traffic-bursary/","https://www.zabursaries.co.za/government-bursaries-south-africa/"
"Eastern Cape Office of the Premier (ECOTP) Bursary South Africa 2024","Government; Science","ECOTP","","mailto:youthsupportskills@ecotp.gov.za | mailto:amanda.zibi@ecotp.gov.za | mailto:ncumisa.bodio@ecotp.gov.za | mailto: youthsupportskills@ecotp.gov.za | mailto: amanda.zibi@ecotp.gov.za | mailto: ncumisa.bodio@ecotp.gov.za","https://www.zabursaries.co.za/government-bursaries-south-africa/eastern-cape-office-of-the-premier-ecotp-bursary/","https://www.zabursaries.co.za/government-bursaries-south-africa/eastern-cape-office-of-the-premier-ecotp-bursary/","https://www.zabursaries.co.za/government-bursaries-south-africa/"
"Dr AB Xuma Local Municipality Bursary South Africa 2025","Government","DR AB XUMA LOCAL MUNICIPALITY","25 October 2024","https://sassagrants.co.za/","https://sassagrants.co.za/","https://www.zabursaries.co.za/government-bursaries-south-africa/dr-ab-xuma-local-municipality-bursary/","https://www.zabursaries.co.za/government-bursaries-south-africa/"
"Ingquza Hill Local Municipality Bursary South Africa 2026","Government","INGQUZA HILL MUNICIPALITY","","https://www.zabursaries.co.za/government-bursaries-south-africa/ingquza-hill-local-municipality-bursary/","https://www.zabursaries.co.za/government-bursaries-south-africa/ingquza-hill-local-municipality-bursary/","https://www.zabursaries.co.za/government-bursaries-south-africa/ingquza-hill-local-municipality-bursary/","https://www.zabursaries.co.za/government-bursaries-south-africa/"
"Nelson Mandela Bay Municipality Bursary South Africa 2024","Government","NELSON MANDELA BAY MUNICIPALITY","31 January 2024","https://www.zabursaries.co.za/government-bursaries-south-africa/nelson-mandela-bay-municipality-bursary/","https://www.zabursaries.co.za/government-bursaries-south-africa/nelson-mandela-bay-municipality-bursary/","https://www.zabursaries.co.za/government-bursaries-south-africa/nelson-mandela-bay-municipality-bursary/","https://www.zabursaries.co.za/government-bursaries-south-africa/"
"Thabo Mofutsanyana District Municipality Bursary South Africa 2025","Government","TMDM","8 February 2025","mailto:info@tmdm.gov.za | mailto: info@tmdm.gov.za","https://www.zabursaries.co.za/government-bursaries-south-africa/thabo-mofutsanyana-district-municipality-bursary/","https://www.zabursaries.co.za/government-bursaries-south-africa/thabo-mofutsanyana-district-municipality-bursary/","https://www.zabursaries.co.za/government-bursaries-south-africa/"
"City of Johannesburg (COJ) Bursary South Africa 2026","Government","CITY OF JOHANNESBURG","","https://share-eu1.hsforms.com/1CWFDyGOfSpCgFINfu7kUGQew554","https://share-eu1.hsforms.com/1CWFDyGOfSpCgFINfu7kUGQew554","https://www.zabursaries.co.za/government-bursaries-south-africa/city-of-johannesburg-bursary/","https://www.zabursaries.co.za/government-bursaries-south-africa/"
"City of Johannesburg Emergency Management Services Bursary South Africa 2021 - 2022","Government","City of Johannesburg Emergency Management Services Bursary South Africa 2021 - 2022","29 November 2019","mailto:lufunomap@joburg.org.za","https://www.zabursaries.co.za/government-bursaries-south-africa/city-of-johannesburg-ems-bursary/","https://www.zabursaries.co.za/government-bursaries-south-africa/city-of-johannesburg-ems-bursary/","https://www.zabursaries.co.za/government-bursaries-south-africa/"
"Compensation Fund Bursary South Africa 2026","Government; Science","COMPENSATION FUND","","mailto:CFexternalbursaries@labour.gov.za | https://www.labour.gov.za/DocumentCenter/Publications/Compensation%20for%20Occupational%20Injuries%20and%20Diseases/CF%20External%20Bursary%20Application%20Form%202026.pdf | mailto: CFexternalbursaries@labour.gov.za","https://www.labour.gov.za/DocumentCenter/Publications/Compensation%20for%20Occupational%20Injuries%20and%20Diseases/CF%20External%20Bursary%20Application%20Form%202026.pdf","https://www.zabursaries.co.za/government-bursaries-south-africa/compensation-fund-bursary/","https://www.zabursaries.co.za/government-bursaries-south-africa/"
"Emfuleni Local Municipality Bursary South Africa 2026","Government; Law","EMFULENI LOCAL MUNICIPALITY","28 November 2025","https://emfuleni.gov.za/wp-content/uploads/2025/10/ELM-Mayoral-Bursary-Application-Form-2026.pdf","https://emfuleni.gov.za/wp-content/uploads/2025/10/ELM-Mayoral-Bursary-Application-Form-2026.pdf","https://www.zabursaries.co.za/government-bursaries-south-africa/emfuleni-local-municipality-bursary/","https://www.zabursaries.co.za/government-bursaries-south-africa/"
"GCRA Bursary South Africa 2026","Government","GCRA","","https://gcrabursary.gauteng.gov.za/ | https://gcrabursary.gauteng.gov.za/Account/Register | https://gcrabursary.gauteng.gov.za/Account/Login | https://gcrabursary.gauteng.gov.za/Docs/Bursary%20Guide%20(004).pdf | https://gcrabursary.gauteng.gov.za/Home/FAQ","https://gcrabursary.gauteng.gov.za/","https://www.zabursaries.co.za/government-bursaries-south-africa/gauteng-city-region-academy-bursary/","https://www.zabursaries.co.za/government-bursaries-south-africa/"
"Advance Africa Scholarship 2024","International","Advance Africa Scholarship 2024","","https://www.advance-africa.org/","https://www.advance-africa.org/","https://www.zabursaries.co.za/computer-science-it-bursaries-south-africa/advance-africa-scholarship/","https://www.zabursaries.co.za/international-scholarships-bursaries-south-africa/"
"Bank of Namibia Bursary 2024 (for Namibian students)","International","BANK OF NAMIBIA","31 October 2023","https://services.bon.com.na/undergraduate-bursaries/home/general-information | https://services.bon.com.na/postgraduate-external/home","https://services.bon.com.na/undergraduate-bursaries/home/general-information","https://www.zabursaries.co.za/international-scholarships-bursaries-south-africa/bank-of-namibia-bursary/","https://www.zabursaries.co.za/international-scholarships-bursaries-south-africa/"
"Beit Trust Scholarship South Africa and United Kingdom 2024 - 2025","International","Beit Trust Scholarship South Africa and United Kingdom 2024 - 2025","19 February 2024","https://beittrust.org.uk/beit-trust-scholarships/ | https://beittrust.org.uk/wp-content/uploads/2023/09/Medical-Certificate-2024-25.pdf","https://beittrust.org.uk/beit-trust-scholarships/","https://www.zabursaries.co.za/international-scholarships-bursaries-south-africa/beit-trust-scholarship-south-africa-and-uk/","https://www.zabursaries.co.za/international-scholarships-bursaries-south-africa/"
"Julius Berger Nigeria Scholarship 2024 (for Nigerian students)","International","Julius Berger Nigeria Scholarship 2024 (for Nigerian students)","9 October 2023","https://candidate.scholastica.ng/schemes/jbn2023 | https://candidate.scholastica.ng/ | https://ninenrol.gov.ng/","https://candidate.scholastica.ng/schemes/jbn2023","https://www.zabursaries.co.za/international-scholarships-bursaries-south-africa/julius-berger-nigeria-scholarship/","https://www.zabursaries.co.za/international-scholarships-bursaries-south-africa/"
